player_id,cricsheet_id,name,profile_status,profile_error,profile_scraped_at,deep_status,deep_error,deep_scraped_at
1141874,42c41e1a,Aasif Iqbal,error,profile:Page too short (324 chars),2026-03-28T16:04:59.403879+00:00,pending,,
1108349,42c5b326,Vignesh Kannan,error,profile:Page too short (324 chars),2026-03-28T16:04:59.845349+00:00,pending,,
53948,42cfdb1b,RR Goyal,pending,,,pending,,
1287028,42d098a9,Shekhar Kumar Singh,pending,,,pending,,
49008,42d1b920,WCA Ganegama,pending,,,pending,,
1420157,42d5be2e,TB Pawde,pending,,,pending,,
328028,42d76418,V Kalidas,pending,,,pending,,
220663,42d76b5b,Armaan Khan,pending,,,pending,,
355351,42d9dd09,ASS Fletcher,pending,,,pending,,
53924,42df2242,Renu Margrate,pending,,,pending,,
1083024,42df38b0,Rahul Singh,pending,,,pending,,
877469,42e4b276,R Rijke,pending,,,pending,,
1318254,42ee1d76,CWJ Allison,pending,,,pending,,
46677,42fba9d2,S O'Linn,pending,,,pending,,
1317019,4302af3d,ML Karlsen,pending,,,pending,,
37726,4303d7ce,FLH Mooney,pending,,,pending,,
1323727,43057192,JA Sinclair,pending,,,pending,,
49368,4309b376,DSBP Kuruppu,pending,,,pending,,
36300,4309db0b,RW Blair,pending,,,pending,,
1179841,430b7399,IP Swaney,pending,,,pending,,
1339879,430f7ef9,R Misra,pending,,,pending,,
288616,430f8b13,T Poynton,pending,,,pending,,
24756,43114dd6,NN Dave,pending,,,pending,,
779929,4312e0fd,NR Hobson,pending,,,pending,,
652361,4312e8f9,A Sheth,pending,,,pending,,
1063353,431f2dd4,Jun Hyunwoo,pending,,,pending,,
824159,431f8af4,Tayyab Tahir,pending,,,pending,,
514398,43205dad,HW Podmore,pending,,,pending,,
1176612,43223c50,GA Harris,pending,,,pending,,
20213,43233a9f,TF Smailes,pending,,,pending,,
1338616,43247512,Vinay Iyer,pending,,,pending,,
32278,4324b996,Yuvraj of Patiala,pending,,,pending,,
1476373,4325e7ae,K Moingoto,pending,,,pending,,
8180,4329fbb5,SR Watson,pending,,,pending,,
208655,432bf4f5,Zishan Shah,pending,,,pending,,
1357426,4332744d,CA Vidler,pending,,,pending,,
50159,4339c19d,RSA Palliyaguruge,pending,,,pending,,
779617,433dbc41,H Sin Yee,pending,,,pending,,
26269,433e3e9d,ML Apte,pending,,,pending,,
492699,43420e97,Naiem Bameri,pending,,,pending,,
1320233,43433cec,Dechen Zangmo,pending,,,pending,,
1092394,43449b1e,JEA Doctora,pending,,,pending,,
1323424,43462314,Rohit Kumar,pending,,,pending,,
24839,4347a4ae,AJ Burger,pending,,,pending,,
48369,434e36b1,UDU Chandana,pending,,,pending,,
13533,43501c0d,AW Gale,pending,,,pending,,
224367,4353bba5,YA Abdulla,pending,,,pending,,
1352091,4357f6f8,Eyman Fatima,pending,,,pending,,
55247,4359f89a,KC Barbour,pending,,,pending,,
604347,43602937,Ahmed Shah Pakteen,pending,,,pending,,
1007815,4361798d,G Marriott,pending,,,pending,,
1486913,436527cd,Malyun Yusuf,pending,,,pending,,
1292501,43666b9b,SM Rohilla,pending,,,pending,,
422104,436b8481,Pavan Deshpande,pending,,,pending,,
949473,436c763a,BJ McMullen,pending,,,pending,,
683359,437068a1,E Kearney,pending,,,pending,,
298195,4373c57e,JH Stander,pending,,,pending,,
318719,437a0c22,PVSS Raja,pending,,,pending,,
1182782,43800862,V Tari,pending,,,pending,,
308073,4385b7cc,S Bruno,pending,,,pending,,
578731,438aef39,ZR Jaboneke,pending,,,pending,,
422015,439083c2,AR Keath,pending,,,pending,,
38620,43936951,DR Tuffey,pending,,,pending,,
333003,4393e047,R Nehonde,pending,,,pending,,
37735,4397db85,DJ Murray,pending,,,pending,,
33034,4398a350,LS Rajput,pending,,,pending,,
7075,439aa572,PD Parker,pending,,,pending,,
1273950,43a2244f,A Suwanchonrathi,pending,,,pending,,
279550,43a9cffb,Jayesh Odedra,pending,,,pending,,
1107650,43ae7b1c,R Agamiire,pending,,,pending,,
37734,43aec015,BAG Murray,pending,,,pending,,
625576,43b01577,Koripalli Sreekanth,pending,,,pending,,
1390686,43b36ccf,Yadwinder Singh,pending,,,pending,,
39084,43b375d4,Abdur Rauf,pending,,,pending,,
415653,43ba0ada,WGRL Wijenayake,pending,,,pending,,
30028,43ba7dcf,N Kapil Dev,pending,,,pending,,
1246494,43be3821,Nzanthung Mozhui,pending,,,pending,,
1348907,43c3d16d,SR Karthik,pending,,,pending,,
1336225,43c57d62,Asad Rasheed,pending,,,pending,,
522825,43c90923,Izmir Azraf,pending,,,pending,,
1069497,43d1ee59,Abhishek Raman,pending,,,pending,,
6534,43d1f727,TBA May,pending,,,pending,,
1387415,43d365ca,Tashi Phuntsho,pending,,,pending,,
1291729,43d9353a,Syed Faridoun,pending,,,pending,,
28768,43dd4011,UV Gandhe,pending,,,pending,,
1489355,43e2e8c3,Neeraj Mishra,pending,,,pending,,
44673,43e876a3,EL Dalton,pending,,,pending,,
1046653,43f3c050,Shahzeb Choudhry,pending,,,pending,,
1112535,43f4087c,NA Rock,pending,,,pending,,
52419,43fdb946,MD Marshall,pending,,,pending,,
255301,43ff6228,D Evans,pending,,,pending,,
1514828,44098b1a,Merita Pinto,pending,,,pending,,
303934,441006af,K Mirpuri,pending,,,pending,,
1143154,44116edc,Mustapha Suwareh,pending,,,pending,,
469884,4412ede5,CC Dalton,pending,,,pending,,
227137,44168065,NM Northcote,pending,,,pending,,
51431,441b1b20,LS Baker,pending,,,pending,,
568164,441c1b67,Uzair Amir,pending,,,pending,,
1159712,441c72ae,P Ray Barman,pending,,,pending,,
1088619,442461fa,M Perry,pending,,,pending,,
12866,44298fd9,FGJ Ford,pending,,,pending,,
47681,44314446,PGV van der Bijl,pending,,,pending,,
20278,44321a66,JN Snape,pending,,,pending,,
854359,4432aa36,Manoj Barik,pending,,,pending,,
1413599,44368e16,JY Masaya,pending,,,pending,,
1481827,4437df8c,R Patten,pending,,,pending,,
1152217,443b47a6,HG Duke,pending,,,pending,,
960847,443c122f,TP Kanwar,pending,,,pending,,
1325910,443d1fd8,K Fletcher,pending,,,pending,,
51213,443fac6b,AG Barrett,pending,,,pending,,
1278233,4444e4a9,RD Hunter,pending,,,pending,,
46996,4447c23f,A Rose-Innes,pending,,,pending,,
1403937,44482748,TO Thilappan,pending,,,pending,,
370856,4457365c,Tanveer Sikandar,pending,,,pending,,
1492939,4460c969,K Mtunduwatha,pending,,,pending,,
585541,44744467,VL Mukesh,pending,,,pending,,
1354172,4477b556,Ouen Sophy,pending,,,pending,,
47005,44798536,EAB Rowan,pending,,,pending,,
44709,447aa3fb,CD Dixon,pending,,,pending,,
1481322,447bf58e,K Jack,pending,,,pending,,
49736,447f779c,S Munaweera,pending,,,pending,,
369381,4484b7eb,CA Hoffmann,pending,,,pending,,
13489,44872f55,G Gunn,pending,,,pending,,
23681,4487cc09,LOB Cann,pending,,,pending,,
1167759,448dab1a,S Loday,pending,,,pending,,
36352,448f4f1c,CM Brown,pending,,,pending,,
1252352,4494e8b7,Techi Sonam,pending,,,pending,,
1487325,449d4f17,Iftikhar Kankhel,pending,,,pending,,
38413,449d6fb7,B Sutcliffe,pending,,,pending,,
827051,449f4e3c,B Muzarabani,pending,,,pending,,
1078697,44a18ad8,J Royal,pending,,,pending,,
1387900,44a2bb4f,U Bhagwan,pending,,,pending,,
1093631,44a5f2b2,Hamza Khan,pending,,,pending,,
529436,44a89551,KS Bharat,pending,,,pending,,
1148776,44aac2f0,Arjun Tendulkar,pending,,,pending,,
30938,44af8622,AV Mankad,pending,,,pending,,
333780,44afbf2d,NJ Maddinson,pending,,,pending,,
1452731,44b2bacc,C Wilson,pending,,,pending,,
1175152,44b53fba,Amna Tariq,pending,,,pending,,
1205286,44ba3b30,Benoy Upreti,pending,,,pending,,
546085,44c3cb6d,I van Zyl,pending,,,pending,,
746453,44c69e2b,S Vijayakumar,pending,,,pending,,
1201246,44c80994,Ryu Roni,pending,,,pending,,
1246521,44cb17b4,Bhagmender Lather,pending,,,pending,,
1159739,44cc7766,Iqlas Naha,pending,,,pending,,
1204018,44cdbd47,KR Botha,pending,,,pending,,
1393937,44ce5cb8,Ruvishan Perera,pending,,,pending,,
335241,44d0e8af,HHC Gunaratne,pending,,,pending,,
1322790,44d623c9,J Pakhiaokajee,pending,,,pending,,
956319,44d6a8b8,Ayan Khan,pending,,,pending,,
1205290,44d9d268,Prabesh Gurung,pending,,,pending,,
1158390,44e008a5,T Luka,pending,,,pending,,
307745,44e00a4c,N Senamontree,pending,,,pending,,
680363,44e58b5b,AA Chakraborty,pending,,,pending,,
1440983,44e7cdac,E Van Reenen,pending,,,pending,,
307494,44ec8c4a,JM Herrick,pending,,,pending,,
54344,44effcc9,EJ Scurr,pending,,,pending,,
1474136,44f11bd0,SV Wiig,pending,,,pending,,
386993,44f5a3e4,Mohamed Mahfooz,pending,,,pending,,
1213657,45070d09,Ayeesha Yasmeen,pending,,,pending,,
232988,45074d76,S Coetzee,pending,,,pending,,
22559,450f6fa6,GG Wagg,pending,,,pending,,
515870,45135344,TF Brookes,pending,,,pending,,
1159758,451db894,Kamsha Yangfo,pending,,,pending,,
1273276,452024ef,Humayun Kabir,pending,,,pending,,
492777,4522ba9a,Zhang Yu Fei,pending,,,pending,,
1272250,452837d1,Vinay Malhotra,pending,,,pending,,
1217283,452e7e96,Navid Abdollahpour,pending,,,pending,,
857653,4531f249,RK Patel,pending,,,pending,,
6136,453944a7,JJ Kelly,pending,,,pending,,
470769,453a39b4,JK Schabel,pending,,,pending,,
1185553,4546e17e,Milan Bohara,pending,,,pending,,
1500977,45474493,R Stones,pending,,,pending,,
24708,45477249,MO Odumbe,pending,,,pending,,
1344839,454a7269,Haseeb Ghafoor,pending,,,pending,,
20971,454fea77,TR Spyers,pending,,,pending,,
1451384,4551ed03,Fazil Muhammad,pending,,,pending,,
33062,4553bbda,GS Ramchand,pending,,,pending,,
348109,4557dc54,PA van Meekeren,pending,,,pending,,
1206040,455a7563,Nabam Tempol,pending,,,pending,,
8137,45627fe5,MHN Walker,pending,,,pending,,
1089937,456397e5,T Perera,pending,,,pending,,
974719,45642393,Muhammad Usman,pending,,,pending,,
1345171,456884dd,LJ Leokaoke,pending,,,pending,,
1179491,4569f6c7,T Modise,pending,,,pending,,
717205,456af189,Pratyush Singh,pending,,,pending,,
556916,456f6d99,Mukhtar Ahmed,pending,,,pending,,
1260070,457cab44,D Ibrahim,pending,,,pending,,
1464679,457e6a8e,Muhammed Basil,pending,,,pending,,
977449,45813bab,A Jain,pending,,,pending,,
1143806,458161f4,Rahat Ali,pending,,,pending,,
1196244,458a21f3,C Breteche,pending,,,pending,,
1284539,458c7f03,Amir Shahzad,pending,,,pending,,
429754,45963d9e,N Dickwella,pending,,,pending,,
403666,45966141,GA Edwards,pending,,,pending,,
24781,45994517,D Odhiambo,pending,,,pending,,
1187119,459a7b0a,R MacDonald-Gay,pending,,,pending,,
1515306,459d974f,Pushpa Murali,pending,,,pending,,
781111,459fd041,Beidas Tareq,pending,,,pending,,
1289557,45a13dcf,Pratika Rawal,pending,,,pending,,
28821,45a2634c,Ghulam Ahmed,pending,,,pending,,
1143136,45a34a2d,VD Adewoye,pending,,,pending,,
1060380,45a43fe2,RD Gaikwad,pending,,,pending,,
1152714,45a62071,T Hinds,pending,,,pending,,
1070953,45a6cf8a,A Cloete,pending,,,pending,,
1072470,45a7e761,Shaheen Shah Afridi,pending,,,pending,,
1161458,45b5ce8d,Nyeing Cham Soe,pending,,,pending,,
1281557,45b6a7ce,Murtaza Yamin,pending,,,pending,,
961445,45b8f7c8,S Weleilakeba,pending,,,pending,,
1282001,45be80ed,J Prodehl,pending,,,pending,,
1198952,45c008f4,P Danci,pending,,,pending,,
1057504,45c03e6f,KL Gamage,pending,,,pending,,
4508,45c2196c,DE Bollinger,pending,,,pending,,
878067,45c2db15,RS Glen,pending,,,pending,,
1441580,45c45ca2,O Thunduru,pending,,,pending,,
1431562,45c6afaf,Z Shurentsetseg,pending,,,pending,,
637149,45ca0dc0,LJ Hurt,pending,,,pending,,
1163148,45ca12a7,D Kansonkho,pending,,,pending,,
1344446,45cb4feb,E Thelander,pending,,,pending,,
945079,45cd90b2,SN Gunasinghe,pending,,,pending,,
1281567,45d0af7e,R Brar,pending,,,pending,,
1171289,45d38a84,Al Islam,pending,,,pending,,
24719,45d4cb14,RD Shah,pending,,,pending,,
37721,45d6354a,JE Mills,pending,,,pending,,
52287,45d9aedb,RB Kanhai,pending,,,pending,,
1097998,45dd7433,EL Watson,pending,,,pending,,
43235,45de8d3e,Samiullah Khan,pending,,,pending,,
379890,45df0e72,CJ Bowes,pending,,,pending,,
781151,45e03c04,Daesik Sung,pending,,,pending,,
1179505,45ec7a99,Adnan Khan,pending,,,pending,,
326637,45eda7c8,CA Lynn,pending,,,pending,,
1208993,45f4af74,S Chophel,pending,,,pending,,
1137279,45f56920,JD Cook,pending,,,pending,,
16242,45fbd99d,WS Lees,pending,,,pending,,
1420178,46030558,Hawwa Shaaiqa,pending,,,pending,,
400585,4603914b,Asif Ahmed,pending,,,pending,,
272473,46050f42,GA Rogers,pending,,,pending,,
438264,4608db21,VL Abbott,pending,,,pending,,
