player_id,cricsheet_id,name,machine,profile_status,profile_error,profile_scraped_at,deep_status,deep_error,deep_scraped_at
1057452,05978f8d,Gulam Mustafa,1,pending,,,pending,,
21395,059e274f,SD Snell,1,pending,,,pending,,
1107686,059ec7a5,B Kgosiemang,1,pending,,,pending,,
32283,05af3923,SM Patil,1,pending,,,pending,,
959771,05b1aef8,NG Smith,1,pending,,,pending,,
1057354,05b2f5ff,SK Chandhrasekar,1,pending,,,pending,,
1204402,05b35689,Muhammad Usman,1,pending,,,pending,,
5652,05b78af4,Jim Higgs,1,pending,,,pending,,
54817,05bb5fcf,SI Galagedara,1,pending,,,pending,,
1274628,05bb7c55,LM Aramas,1,pending,,,pending,,
47850,05c2ca46,RE van der Merwe,1,pending,,,pending,,
39014,05c3780a,Abdul Nasir,1,pending,,,pending,,
1339049,05c7a444,HS Desai,1,pending,,,pending,,
1323823,05cbd606,JG Olorenshaw,1,pending,,,pending,,
1283170,05cf8905,Shakerullah Safi,1,pending,,,pending,,
1354170,05d1964e,Hor Siv na,1,pending,,,pending,,
942369,05d1a247,Shubham Mavi,1,pending,,,pending,,
625954,05d4c10d,JTA Benton,1,pending,,,pending,,
42699,05d74535,Saeed Ajmal,1,pending,,,pending,,
34825,05d9e607,Aditya Singh,1,pending,,,pending,,
1126410,05d9faac,Roma Thapa,1,pending,,,pending,,
39038,05da443b,Adnan Akmal,1,pending,,,pending,,
1212695,05dccc0e,D Sandaruwan,1,pending,,,pending,,
24609,05de1a5a,GC Wilson,1,pending,,,pending,,
37700,05e0fab5,CS Martin,1,pending,,,pending,,
21473,05e452c9,Brian Taylor,1,pending,,,pending,,
1453989,05ea0342,J Dzulfikar,1,pending,,,pending,,
54292,05eec049,PB Flannery,1,pending,,,pending,,
1344444,05f1cff9,AS Warnakulasuriya,1,pending,,,pending,,
1196050,05f85159,J Manley,1,pending,,,pending,,
1093091,05f96194,MA Jones,1,pending,,,pending,,
1332001,05ffe3e1,C Kurian,1,pending,,,pending,,
27225,0604ef16,SB Bangar,1,pending,,,pending,,
331375,0605de92,HD Rutherford,1,pending,,,pending,,
950777,060f4aba,R Burne,1,pending,,,pending,,
25556,06140b5a,Asim Saeed,1,pending,,,pending,,
546084,06209a4c,A van Schoor,1,pending,,,pending,,
1403046,0626d312,Florencia Martinez,1,pending,,,pending,,
18251,062ba81f,TC O'Brien,1,pending,,,pending,,
41291,0632417b,Mohammad Munaf,1,pending,,,pending,,
281188,0637aa94,Nazmul Hossain Milon,1,pending,,,pending,,
680577,063870fc,SR Santhanam,1,pending,,,pending,,
36071,063b3673,DH Yagnik,1,pending,,,pending,,
1155635,063d0e83,B Jaye,1,pending,,,pending,,
1190977,063e8671,K Qureshi,1,pending,,,pending,,
596486,06434563,DH Bruwer,1,pending,,,pending,,
36310,06438097,VR Brown,1,pending,,,pending,,
352291,0655d7d3,A Vijayan,1,pending,,,pending,,
55265,0659bd1f,DH Brain,1,pending,,,pending,,
46214,065b0d02,BM McMillan,1,pending,,,pending,,
1126424,065c35fc,Roopa Nagraj,1,pending,,,pending,,
1394105,065c3a12,J Horn,1,pending,,,pending,,
725879,06653fcc,Anam Amin,1,pending,,,pending,,
600731,06659caa,T Brits,1,pending,,,pending,,
36607,06688f0f,IA Colquhoun,1,pending,,,pending,,
24124,06767a0f,AN French,1,pending,,,pending,,
20198,0676c33a,RT Simpson,1,pending,,,pending,,
52827,0677d2ad,AP Richardson,1,pending,,,pending,,
1041211,067bda18,S Conners,1,pending,,,pending,,
1451265,0680ff7f,E Kallous,1,pending,,,pending,,
47535,0688f517,HW Taylor,1,pending,,,pending,,
1195676,068c47d2,JJ Davidson,1,pending,,,pending,,
46570,068c7212,Jack Nel,1,pending,,,pending,,
1111992,068d27fe,A Heywood,1,pending,,,pending,,
1295979,068fe71c,W Sanders,1,pending,,,pending,,
1360643,06907633,AR Nair,1,pending,,,pending,,
1287087,0697b5a1,NN Banner,1,pending,,,pending,,
1089813,06989091,Javid Patel,1,pending,,,pending,,
